article,word,picture,wclass,definition-en,definition-ru,definition-am,gender,section,section_new,portion,catalog,language,weight,description,,,need correction
,Ihnen,,other,You,вы,դուք,,A2.1-3,A2.1-3,7,Tangram 2,German,15,,,,
,mittags,,other,middays,в обеденный перерыв,կեսօրին,,A2.1-3,A2.1-3,1,Tangram 2,German,15,,,,
,morgens,,other,mornings,утром,առավոտյան,,A2.1-3,A2.1-3,2,Tangram 2,German,15,,,,
,statt,,other,instead,вместо,փոխարեն,,A2.1-3,A2.1-3,3,Tangram 2,German,15,,,,
,unbedingt,,other,necessarily,абсолютно,բացարձակապես,,A2.1-3,A2.1-3,4,Tangram 2,German,15,,,,
,ungeführ,,other,about,ungeführ,ungeführ,,A2.1-3,A2.1-3,5,Tangram 2,German,15,,,,
,wen,,other,who,кто,ով,,A2.1-3,A2.1-3,6,Tangram 2,German,15,,,,
der,Anzug,,noun,suit,костюм,կոստյում,,A2.1-4,A2.1-4,1,Tangram 2,German,16,,,,
die,Bluse,,noun,blouse,блузка,բլուզ,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
das,Blut,,noun,blood,кровь,արյուն,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
der,Briefkasten,,noun,mailbox,почтовый ящик,փոստարկղ,,A2.1-4,A2.1-4,4,Tangram 2,German,16,,,,
das,Gefühl,no,noun,feeling,чувство,զգացմունք,,A2.1-4,A2.1-4,1,Tangram 2,German,16,,,,
das,Gras,,noun,grass,трава,խոտ,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
die,Größe,no,noun,size,размер,չափ,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
der,Himmel,,noun,sky,небо,երկինք,,A2.1-4,A2.1-4,4,Tangram 2,German,16,,,,
die,Hochzeit,,noun,wedding,свадьба,հարսանիք,,A2.1-4,A2.1-4,5,Tangram 2,German,16,,,,
die,Hoffnung,no,noun,hope,Надежда,հույս,,A2.1-4,A2.1-4,1,Tangram 2,German,16,,,,
die,Hose,,noun,pants,брюки,շալվար,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
die,Jeans,,noun,Jeans,джинсы,ջինս,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
das,Kleid,,noun,dress,платье,զգեստ,,A2.1-4,A2.1-4,4,Tangram 2,German,16,,,,
die,Kleidung,,noun,clothing,одежда,հագուստ,,A2.1-4,A2.1-4,5,Tangram 2,German,16,,,,
die,Kraft,,noun,force,сила,այդ ուժը,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
die,Liebe,,other,love,любовь,սիրել,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
das,Lokal,,other,local,местный,տեղական,,A2.1-4,A2.1-4,4,Tangram 2,German,16,,,,
die,Mode,,noun,fashion,мода,նորաձեւություն,,A2.1-4,A2.1-4,5,Tangram 2,German,16,,,,
das,Pech,no,noun,pitch,несчастье,դժբախտություն,,A2.1-4,A2.1-4,1,Tangram 2,German,16,,,,
die,Pflanze,,noun,plant,завод,գործարան,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
das,Picknick,,noun,picnic,пикник,խնջույք,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
der,Politiker,no,noun,politician,политик,քաղաքական գործիչ,,A2.1-4,A2.1-4,4,Tangram 2,German,16,,,,
der,Pullover,no,noun,sweater,свитер,սվիտեր,,A2.1-4,A2.1-4,5,Tangram 2,German,16,,,,
der,Rock,,noun,skirt,юбка,ռոք,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
der,Schaden,no,noun,damage,повреждение,վնաս,,A2.1-4,A2.1-4,4,Tangram 2,German,16,,,,
der,Schuh,,noun,shoe,обуви,կոշիկ,,A2.1-4,A2.1-4,5,Tangram 2,German,16,,,,
,ferner,,other,further,далее,հետագա,,A2.1-4,A2.1-4,1,Tangram 2,German,16,,,,
,verschiedene,,other,differently,другой,տարբեր,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
,immer,,other,always,всегда,միշտ,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
der,Tod,no,noun,death,смерть,մահ,,A2.1-4,A2.1-4,5,Tangram 2,German,16,,,,
das,T-Shirt,,noun,t-shirt,рубашка,վերնաշապիկ,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
der,Typ,no,noun,type,тип,տեսակ,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
die,Warme,no,noun,warm,тепло,շոգ,,A2.1-4,A2.1-4,1,Tangram 2,German,16,,,,
die,Wahrheit,no,noun,truth,правда,ճշմարտությունը,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
das,Wissen,no,noun,knowledge,знание,գիտելիք,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
die,Zeichnung,no,noun,drawing,чертеж,նկարչություն,,A2.1-4,A2.1-4,4,Tangram 2,German,16,,,,
,ärgern,,verb,annoy,дразнить,գրգռել,,A2.1-4,A2.1-4,5,Tangram 2,German,16,,,,
,anbieten,,verb,offer,предложение,առաջարկ,,A2.1-4,A2.1-4,1,Tangram 2,German,16,,,,
,ankommen,,verb,arrive,прибывать,ժամանել,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
,aussuchen,,verb,choose,выбирать,ընտրել,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
,denken,,verb,think,думать,մտածել,,A2.1-4,A2.1-4,4,Tangram 2,German,16,,,,
,empfehlen,,verb,recommend,рекомендовать,խորհուրդ տալ,,A2.1-4,A2.1-4,5,Tangram 2,German,16,,,,
,gewinnen,,verb,win,победа,հաղթանակ,,A2.1-4,A2.1-4,1,Tangram 2,German,16,,,,
,senden,,verb,send,послать,ուղարկել,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
,stattfinden,,verb,take place,иметь место,տեղի կունենա,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
,verändern,,verb,change,изменение,փոփոխություն,,A2.1-4,A2.1-4,4,Tangram 2,German,16,,,,
,allgemein,,adjective,generally,в целом,ընդհանրապես,,A2.1-4,A2.1-4,5,Tangram 2,German,16,,,,
,arm,,adjective,poor,бедных,աղքատ,,A2.1-4,A2.1-4,1,Tangram 2,German,16,,,,
,ausgezeichnet,,adjective,excelent,отлично,գերազանց,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
,blass,,adjective,pale,бледный,գունատ,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
,blau,,adjective,blue,синий,կապույտ,,A2.1-4,A2.1-4,4,Tangram 2,German,16,,,,
,dunkel,,adjective,dark,темно,մութ,,A2.1-4,A2.1-4,5,Tangram 2,German,16,,,,
,eng,,adjective,closely,тесно,սերտորեն,,A2.1-4,A2.1-4,1,Tangram 2,German,16,,,,
,gelb,,adjective,yellow,желтый,դեղին գույն,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
,gewöhnlich,,adjective,usually,обычно,սովորաբար,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
,glatt,,adjective,smooth,гладкий,հարթ,,A2.1-4,A2.1-4,4,Tangram 2,German,16,,,,
,grau,,adjective,gray,серый,գորշ,,A2.1-4,A2.1-4,5,Tangram 2,German,16,,,,
,hart,,adjective,hard,жесткий,դժվար,,A2.1-4,A2.1-4,1,Tangram 2,German,16,,,,
,hell,,adjective,bright,яркий,պայծառ,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
,intelligent,,adjective,intelligent,умный,խելացի,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
,katholisch,,adjective,catholic,католик,կաթոլիկ,,A2.1-4,A2.1-4,4,Tangram 2,German,16,,,,
,klassisch,,adjective,classic,классический,կլասիկ,,A2.1-4,A2.1-4,5,Tangram 2,German,16,,,,
,öffentlich,,adjective,publicly,публично,հրապարակավ,,A2.1-4,A2.1-4,1,Tangram 2,German,16,,,,
,orange,,adjective,orange,оранжевый,նարնջի,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
,schmutzig,,adjective,dirty,грязный,կեղտոտ,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
,schwarz,,adjective,black,черный,սեվ,,A2.1-4,A2.1-4,4,Tangram 2,German,16,,,,
,weit,,adjective,far,далеко,հեռու,,A2.1-4,A2.1-4,5,Tangram 2,German,16,,,,
,weiß,,adjective,white,белый,ճերմակ,,A2.1-4,A2.1-4,1,Tangram 2,German,16,,,,
,wütend,,adjective,angry,разъяренный,գազազած,,A2.1-4,A2.1-4,2,Tangram 2,German,16,,,,
,in Braun,,other,in Brown,в Браун,ի Brown,,A2.1-4,A2.1-4,3,Tangram 2,German,16,,,,
der,Balkon,,noun,balcony,балкон,պատշգամբ,,A2.2-5,A2.2-1,2,Tangram 2,German,,,,,
der,Besichtigungstermin,no,noun,Date of visit,назначение,նշանակում,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
das,Dorf,,noun,village,деревня,գյուղ,,A2.2-5,A2.2-1,4,Tangram 2,German,,,,,
die,Ecke,no,noun,corner,угол,անկյուն,,A2.2-5,A2.2-1,5,Tangram 2,German,,,,,
das,Fenster,,noun,window,окно,պատուհան,,A2.2-5,A2.2-1,7,Tangram 2,German,,,,,
,Freude,no,noun,pleasure,радость,ուրախություն,,A2.2-5,A2.2-1,9,Tangram 2,German,,,,,
der,Gegensatz,no,noun,contrast,контраст,հակադրություն,,A2.2-5,A2.2-1,11,Tangram 2,German,,,,,
der,Geschmack,no,noun,taste,вкус,համ,,A2.2-5,A2.2-1,12,Tangram 2,German,,,,,
das,Heimweh,no,noun,Homesickness,ностальгия,հայրենաբաղձություն,,A2.2-5,A2.2-1,1,Tangram 2,German,,,,,
das,Inserat,no,noun,ad,реклама,հայտարարություն,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
die,Katze,,noun,cat,кот,կատու,,A2.2-5,A2.2-1,4,Tangram 2,German,,,,,
der,Keller,,noun,cellar,подвал,նկուղ,,A2.2-5,A2.2-1,6,Tangram 2,German,,,,,
der,Laden,no,noun,load,погрузка,բեռնում,,A2.2-5,A2.2-1,10,Tangram 2,German,,,,,
der,LKW,,noun,truck,грузовик,բեռնատար մեքենա,,A2.2-5,A2.2-1,11,Tangram 2,German,,,,,
der,Makler,no,noun,estate agents,брокер,միջնորդ,,A2.2-5,A2.2-1,1,Tangram 2,German,,,,,
die,Miete,no,noun,rental fee,аренда,վարձավճար,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
der,Mieter,no,noun,Tenants,арендатор,վարձակալ,,A2.2-5,A2.2-1,4,Tangram 2,German,,,,,
die,Nachbarschaft,no,noun,neighborhood,соседство,հարեւանություն,,A2.2-5,A2.2-1,6,Tangram 2,German,,,,,
die,Nähe,no,noun,Close,соседство,հարեւանություն,,A2.2-5,A2.2-1,7,Tangram 2,German,,,,,
die,Natur,,noun,nature,природа,բնություն,,A2.2-5,A2.2-1,8,Tangram 2,German,,,,,
die,Nebenkosten,no,noun,Additional costs,дополнительные расходы,լրացուցիչ ծախսեր,,A2.2-5,A2.2-1,9,Tangram 2,German,,,,,
der,Raum,,noun,room,комната,սենյակ,,A2.2-5,A2.2-1,10,Tangram 2,German,,,,,
die,Rente,no,noun,pension,пенсия,կենսաթոշակ,,A2.2-5,A2.2-1,11,Tangram 2,German,,,,,
die,Sachen,no,noun,stuff,вещи,բաներ,,A2.2-5,A2.2-1,12,Tangram 2,German,,,,,
die,Tätigkeit,no,noun,activity,деятельность,գործունեություն,,A2.2-5,A2.2-1,1,Tangram 2,German,,,,,
das,Tier,,noun,animal,животное,կենդանի,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
die,Unterschrift,,noun,signature,подпись,ստորագրություն,,A2.2-5,A2.2-1,4,Tangram 2,German,,,,,
die,Ursache,no,noun,reason,причина,պատճառը,,A2.2-5,A2.2-1,5,Tangram 2,German,,,,,
das,Verhältnis,no,noun,relationship,отношения,հարաբերություն,,A2.2-5,A2.2-1,6,Tangram 2,German,,,,,
der,Vermieter,no,noun,landlord,арендодатель,հողատեր,,A2.2-5,A2.2-1,7,Tangram 2,German,,,,,
die,Vermieterin,no,noun,landlady,помещица,տանտիրուհի,,A2.2-5,A2.2-1,8,Tangram 2,German,,,,,
die,Wand,,noun,wall,стена,պատ,,A2.2-5,A2.2-1,10,Tangram 2,German,,,,,
die,Welt,no,noun,world,мир,աշխարհ,,A2.2-5,A2.2-1,12,Tangram 2,German,,,,,
die,Wirkung,no,noun,effect,эффект,ազդեցություն,,A2.2-5,A2.2-1,1,Tangram 2,German,,,,,
,aufmachen,,verb,open,открытый,բաց,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
,aus dem Weg gehen,,verb,keep out of the way,уйти с дороги,հեռանում,,A2.2-5,A2.2-1,4,Tangram 2,German,,,,,
,ausgeben,,verb,output,тратить,ծախսել,,A2.2-5,A2.2-1,5,Tangram 2,German,,,,,
,ausgehen,,verb,go out,выходить,դուրս գալ,,A2.2-5,A2.2-1,6,Tangram 2,German,,,,,
,baden,,verb,to bathe,плавать,լողալը,,A2.2-5,A2.2-1,7,Tangram 2,German,,,,,
,befragen,,verb,consult,консультироваться,խորհրդակցել,,A2.2-5,A2.2-1,8,Tangram 2,German,,,,,
,behandeln,,verb,to treat,лечить,վարվել,,A2.2-5,A2.2-1,9,Tangram 2,German,,,,,
,bescheiden,,verb,modest,умеренно,համեստ,,A2.2-5,A2.2-1,10,Tangram 2,German,,,,,
,betragen,,verb,be,быть,լինել,,A2.2-5,A2.2-1,11,Tangram 2,German,,,,,
,das Recht haben,,verb,have the right,иметь право,իրավունք ունեն,,A2.2-5,A2.2-1,12,Tangram 2,German,,,,,
,einrichten,,verb,set up,комплект,հավաքածու,,A2.2-5,A2.2-1,1,Tangram 2,German,,,,,
,einziehen,,verb,move in,изымать,հեռանալ,,A2.2-5,A2.2-1,2,Tangram 2,German,,,,,
,entdecken,,verb,discover,открыть,հայտնաբերել,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
,erfahren,,verb,Experience,учиться,սովորել,,A2.2-5,A2.2-1,4,Tangram 2,German,,,,,
,erlauben,,verb,allow,позволять,թույլ տալ,,A2.2-5,A2.2-1,5,Tangram 2,German,,,,,
,feststellen,,verb,The,найти,գտնել,,A2.2-5,A2.2-1,6,Tangram 2,German,,,,,
,fing an,,verb,began,начал,սկսեց,,A2.2-5,A2.2-1,7,Tangram 2,German,,,,,
,folgen,,verb,consequences,следовать,հետեւել,,A2.2-5,A2.2-1,8,Tangram 2,German,,,,,
,freie Hand lassen,,verb,give some leeway,свободной рукой,ազատ ձեռքը,,A2.2-5,A2.2-1,9,Tangram 2,German,,,,,
,gehören,,verb,belong,принадлежать,պատկանել,,A2.2-5,A2.2-1,10,Tangram 2,German,,,,,
,interessiert sein,,verb,to be interested,заинтересуют,է շահագրգռված լինի,,A2.2-5,A2.2-1,11,Tangram 2,German,,,,,
,konnte,,verb,could,может,կարող է,,A2.2-5,A2.2-1,12,Tangram 2,German,,,,,
,los sein,,verb,Be off,избавиться от,է ազատվել,,A2.2-5,A2.2-1,1,Tangram 2,German,,,,,
,nachdenken,,verb,think,думать,մտածել,,A2.2-5,A2.2-1,2,Tangram 2,German,,,,,
,nutzen,,verb,use,использовать,օգտագործել,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
,putzen,,verb,Clean,щетка,խոզանակ,,A2.2-5,A2.2-1,4,Tangram 2,German,,,,,
,reichen,,verb,Range,достаточно,բավականացնել,,A2.2-5,A2.2-1,5,Tangram 2,German,,,,,
,sauber machen,,verb,clean up,убирать,մաքուր,,A2.2-5,A2.2-1,6,Tangram 2,German,,,,,
,schaffen,,verb,"manage, create","справляться, творить","հաջողացնել, ստեղծել",,A2.2-5,A2.2-1,7,Tangram 2,German,,,,,
,schwer fallen,,verb,to be difficult,трудно,է դժվար լինել,,A2.2-5,A2.2-1,8,Tangram 2,German,,,,,
,sich ähnlich sehen,,verb,to look alike,чтобы увидеть аналогичные,"Ինչպես տեսնում ենք, նմանատիպ",,A2.2-5,A2.2-1,9,Tangram 2,German,,,,,
,sich interessieren,,verb,Interested in,интересоваться,Շահագրգռված է,,A2.2-5,A2.2-1,10,Tangram 2,German,,,,,
,sich verstehen,,verb,understand each other,понимать друг друга,հասկանալ միմյանց,,A2.2-5,A2.2-1,11,Tangram 2,German,,,,,
,sich wohl fühlen,,verb,feel comfortable,чувствовать себя комфортно,իրենց հարմարավետ զգան,,A2.2-5,A2.2-1,12,Tangram 2,German,,,,,
,tauschen,,verb,Exchange,обмен,բորսա,,A2.2-5,A2.2-1,1,Tangram 2,German,,,,,
,trug,,verb,contributed,способствовало,նպաստել,,A2.2-5,A2.2-1,2,Tangram 2,German,,,,,
,umziehen,,verb,move,движение,քայլ,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
,verbieten,,verb,to forbid,запрет,արգելել,,A2.2-5,A2.2-1,4,Tangram 2,German,,,,,
,vereinbaren,,verb,Agree,согласны,համաձայնվել,,A2.2-5,A2.2-1,5,Tangram 2,German,,,,,
,vermieten,,verb,rent,аренда,վարձավճար,,A2.2-5,A2.2-1,6,Tangram 2,German,,,,,
,wollte,,verb,wanted,хотел,ուզում էի,,A2.2-5,A2.2-1,7,Tangram 2,German,,,,,
,ziehen,,verb,pull,тянуть,քաշել,,A2.2-5,A2.2-1,8,Tangram 2,German,,,,,
,zusammenleben,,verb,living together,жить вместе,միասին ապրել,,A2.2-5,A2.2-1,9,Tangram 2,German,,,,,
,ander,,adjective,at the,на,այլ,,A2.2-5,A2.2-1,10,Tangram 2,German,,,,,
,beschäftigt,,adjective,employed,занятый,զբաղված,,A2.2-5,A2.2-1,11,Tangram 2,German,,,,,
,bitter,,adjective,bitter,горький,դառնություն,,A2.2-5,A2.2-1,12,Tangram 2,German,,,,,
,dringend,,adjective,urgently,срочно,շտապ,,A2.2-5,A2.2-1,1,Tangram 2,German,,,,,
,entfernt,,adjective,away,удален,հեռացված,,A2.2-5,A2.2-1,2,Tangram 2,German,,,,,
,froh,,adjective,glad,рад,ուրախ,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
,gelegen,,adjective,located,расположенный,որը գտնվում,,A2.2-5,A2.2-1,4,Tangram 2,German,,,,,
,großzügig,,adjective,generous,щедрый,մեծահոգի,,A2.2-5,A2.2-1,5,Tangram 2,German,,,,,
,inklusive,,adjective,inclusive,включая,ներառյալ,,A2.2-5,A2.2-1,6,Tangram 2,German,,,,,
,innen,,adjective,Inside,внутри,ներսում,,A2.2-5,A2.2-1,7,Tangram 2,German,,,,,
,konservativ,,adjective,conservative,консервативный,պահպանողական,,A2.2-5,A2.2-1,8,Tangram 2,German,,,,,
,nah,,adjective,close,близко,սերտ,,A2.2-5,A2.2-1,9,Tangram 2,German,,,,,
,persönlich,,adjective,personally,лично,անձամբ,,A2.2-5,A2.2-1,10,Tangram 2,German,,,,,
,sauber,,adjective,clean,чистый,մաքուր,,A2.2-5,A2.2-1,11,Tangram 2,German,,,,,
,schrecklich,,adjective,terrible,ужасно,ահավոր,,A2.2-5,A2.2-1,12,Tangram 2,German,,,,,
,selbständig,,adjective,independent,независимо,ինքնուրույն,,A2.2-5,A2.2-1,1,Tangram 2,German,,,,,
,solch,,adjective,such,такие,այդպիսի,,A2.2-5,A2.2-1,2,Tangram 2,German,,,,,
,spannend,,adjective,exciting,захватывающий,զգայացունց,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
,vernünftig,,adjective,reasonable,разумный,ողջամիտ,,A2.2-5,A2.2-1,4,Tangram 2,German,,,,,
,verrückt,,adjective,crazy,сумасшедший,խելագար,,A2.2-5,A2.2-1,5,Tangram 2,German,,,,,
,zentral,,adjective,central,централизованно,կենտրոնացված,,A2.2-5,A2.2-1,6,Tangram 2,German,,,,,
,zu kalt,,adjective,too cold,слишком холодно,շատ ցուրտ,,A2.2-5,A2.2-1,7,Tangram 2,German,,,,,
,ab sofort,,other,from now on,немедленно,այժմ,,A2.2-5,A2.2-1,8,Tangram 2,German,,,,,
,ab wann,,other,from when,с какого времени,"սկսած, երբ",,A2.2-5,A2.2-1,9,Tangram 2,German,,,,,
,alle zwei Tage,,other,every two days,каждые два дня,յուրաքանչյուր երկու օր,,A2.2-5,A2.2-1,10,Tangram 2,German,,,,,
,allerdings,,other,However,хотя,չնայած,,A2.2-5,A2.2-1,11,Tangram 2,German,,,,,
,auf dem Land,,other,in the countryside,в сельской местности,քոթեջներ,,A2.2-5,A2.2-1,12,Tangram 2,German,,,,,
,außerhalb,,other,outside,вне,"դուրս,",,A2.2-5,A2.2-1,1,Tangram 2,German,,,,,
,bevor,,other,before,перед тем,մինչեւ,,A2.2-5,A2.2-1,2,Tangram 2,German,,,,,
,circa,,other,approximately,примерно,մոտավորապես,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
,damals,,other,at that time,то,ապա,,A2.2-5,A2.2-1,4,Tangram 2,German,,,,,
,Das wurde auch Zeit!,,other,This was also time!,Это было о времени!,Այն մասին էր ժամանակին!,,A2.2-5,A2.2-1,5,Tangram 2,German,,,,,
,dauernd,,other,Lasting,постоянно,մշտապես,,A2.2-5,A2.2-1,6,Tangram 2,German,,,,,
,donnerstags,,other,On Thursdays,четвергам,հինգշաբթի,,A2.2-5,A2.2-1,7,Tangram 2,German,,,,,
,durcheinander,,other,confused,смущенный,խճճված,,A2.2-5,A2.2-1,8,Tangram 2,German,,,,,
,ebenfalls,,other,also,также,նույնպես,,A2.2-5,A2.2-1,9,Tangram 2,German,,,,,
,erlich gesagt,,other,Of course,сказал переменно,ասել է variably,,A2.2-5,A2.2-1,10,Tangram 2,German,,,,,
,ein bisschen,,other,a little bit,немного,մի քիչ,,A2.2-5,A2.2-1,11,Tangram 2,German,,,,,
,ein wenig,,other,a little,немного,մի քիչ,,A2.2-5,A2.2-1,12,Tangram 2,German,,,,,
,einmal die Woche,,other,once a week,один раз в неделю,շաբաթը մեկ անգամ,,A2.2-5,A2.2-1,1,Tangram 2,German,,,,,
,einmal im Monat,,other,once a month,Один раз в месяц,ամիսը մեկ անգամ,,A2.2-5,A2.2-1,2,Tangram 2,German,,,,,
,fast alle,,other,almost all,почти все,գրեթե բոլոր,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
,ganz anders,,other,completely different,совсем по-другому,բոլորովին այլ է,,A2.2-5,A2.2-1,4,Tangram 2,German,,,,,
,höchstens,,other,at most,не более,"ոչ ավելի, քան",,A2.2-5,A2.2-1,5,Tangram 2,German,,,,,
,im Grünen,,other,in the countryside,В открытом,Են բաց,,A2.2-5,A2.2-1,6,Tangram 2,German,,,,,
,im hohen Alter,,other,In old age,в старости,ծեր տարիքում,,A2.2-5,A2.2-1,7,Tangram 2,German,,,,,
,in der Stadt,,other,in the city,в городе,է քաղաքի,,A2.2-5,A2.2-1,8,Tangram 2,German,,,,,
,kein Wunder,,other,no wonder,неудивительно,"Զարմանալի չէ,",,A2.2-5,A2.2-1,9,Tangram 2,German,,,,,
,"koste es, was es wolle",,other,Cost it what it wants,"стоит то, что она может","կարժենա, թե ինչ է դա կարող է",,A2.2-5,A2.2-1,10,Tangram 2,German,,,,,
,mal eben,,other,Just,иногда просто,երբեմն պարզապես,,A2.2-5,A2.2-1,11,Tangram 2,German,,,,,
,mitten,,other,in the middle,в середине,ի կեսերին,,A2.2-5,A2.2-1,12,Tangram 2,German,,,,,
,momentan,,other,currently,в настоящее время,ներկայումս,,A2.2-5,A2.2-1,1,Tangram 2,German,,,,,
,nicht so groß,,other,not so great,не так велика,ոչ այնքան մեծ,,A2.2-5,A2.2-1,2,Tangram 2,German,,,,,
,nie mehr,,other,no more,никогда больше,երբեք ավելի,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
,niemand,,other,no one,никто,ոչ ոք,,A2.2-5,A2.2-1,4,Tangram 2,German,,,,,
,noch nicht,,other,not yet,еще нет,դեռ չի,,A2.2-5,A2.2-1,5,Tangram 2,German,,,,,
,nur noch,,other,only,только,միայն,,A2.2-5,A2.2-1,6,Tangram 2,German,,,,,
,pro,,other,per,в,յուրաքանչյուր,,A2.2-5,A2.2-1,7,Tangram 2,German,,,,,
,richtig schön,,other,really nice,очень приятно,իսկապես գեղեցիկ,,A2.2-5,A2.2-1,8,Tangram 2,German,,,,,
,schließlich,,other,after all,в конце концов,վերջապես,,A2.2-5,A2.2-1,9,Tangram 2,German,,,,,
,sehr gern,,other,very much,с удовольствием,շատ է,,A2.2-5,A2.2-1,10,Tangram 2,German,,,,,
,so alle zen Tage,,other,So all the days,поэтому все дзен дней,"Այնպես որ, բոլոր Zen օր",,A2.2-5,A2.2-1,11,Tangram 2,German,,,,,
,sonntags,,other,Sunday,по воскресеньям,կիրակի,,A2.2-5,A2.2-1,12,Tangram 2,German,,,,,
,trotzdem,,other,Nevertheless,тем не менее,այնուամենայնիվ,,A2.2-5,A2.2-1,1,Tangram 2,German,,,,,
,ungefähr,,other,about,о,մոտ,,A2.2-5,A2.2-1,2,Tangram 2,German,,,,,
,über zwei Stunden,,other,over two hours,в течение двух часов,ավելի քան երկու ժամ,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
,überhaupt nicht,,other,not at all,вообще нет,ամենեւին,,A2.2-5,A2.2-1,4,Tangram 2,German,,,,,
,überhaupt nichts,,other,nothing at all,ничего,ոչինչ,,A2.2-5,A2.2-1,5,Tangram 2,German,,,,,
,um die Ecke,,other,around the corner,за углом,շուրջ անկյունում,,A2.2-5,A2.2-1,6,Tangram 2,German,,,,,
,viel Geld,,other,lot of money,много денег,շատ գումար,,A2.2-5,A2.2-1,7,Tangram 2,German,,,,,
,viel Platz haben,,other,to have a lot of space,есть много места,ունեն շատ տարածություն,,A2.2-5,A2.2-1,8,Tangram 2,German,,,,,
,viel zu groß,,other,Much too big,слишком большой,չափազանց մեծ,,A2.2-5,A2.2-1,9,Tangram 2,German,,,,,
,vom Land,,other,from land,по странам,երկրից ,,A2.2-5,A2.2-1,11,Tangram 2,German,,,,,
,von zu Hause,,other,from home,из дома,տնից,,A2.2-5,A2.2-1,12,Tangram 2,German,,,,,
,Was soll das?,,other,What shoud that?,Что это?,Ի՞նչ է սա:,,A2.2-5,A2.2-1,1,Tangram 2,German,,,,,
,wenigstens,,other,at least,по крайней мере,համենայնդեպս,,A2.2-5,A2.2-1,2,Tangram 2,German,,,,,
,wirklich nicht,,other,really not,на самом деле не,իսկապես չի,,A2.2-5,A2.2-1,3,Tangram 2,German,,,,,
,zu wenig,,other,too little,слишком мало,շատ քիչ,,A2.2-5,A2.2-1,5,Tangram 2,German,,,,,
,zum Beispiel,,other,for example,например,օրինակ,,A2.2-5,A2.2-1,6,Tangram 2,German,,,,,
der,Abschnitt,no,noun,section,отрезок,բաժին,,A2.2-6,A2.2-2,1,Tangram 2,German,,,,,
die ,Angst,no,noun,fear,страх,վախ,,A2.2-6,A2.2-2,2,Tangram 2,German,,,,,
der ,Aufenthalt,,other,residence,проживание,բնակություն,,A2.2-6,A2.2-2,3,Tangram 2,German,,,,,
die ,Ausstellung,,noun,exhibition,выставка,ցուցահանդես,,A2.2-6,A2.2-2,4,Tangram 2,German,,,,,
der,Autor,no,noun,author,автор,հեղինակ,,A2.2-6,A2.2-2,5,Tangram 2,German,,,,,
der,Ball,,noun,ball,мяч,գնդակ,,A2.2-6,A2.2-2,6,Tangram 2,German,,,,,
der,Baum,no pic in db,noun,tree,дерево,ծառ,,A2.2-6,A2.2-2,7,Tangram 2,German,,,,,
der,Bau,no pic in db,noun,construction,строительство,շինարարություն,,A2.2-6,A2.2-2,8,Tangram 2,German,,,,,
